indices,season,team,name,age,height,weight,pcs points,uci points,pcs points till tdf,uci points till tdf,race days till tdf,tdf attended,vuelta attended,giro attended,last season pcs points,last season uci points
3741,2016,20,197,35.0,1.9,83.0,43.0,10.0,37.0,10.0,42,False,False,True,55.0,17.0
3742,2016,20,1684,33.0,1.87,77.0,30.0,0.0,25.0,0.0,45,False,False,True,42.0,0.0
3743,2017,1,141,32.0,1.85,65.0,1304.0,1534.0,525.0,611.0,34,True,True,False,1641.0,2552.0
3744,2017,1,915,40.0,1.65,53.0,1109.0,1420.0,877.0,1020.0,54,False,True,True,528.0,468.0
3745,2017,1,56,43.0,1.59,57.0,250.0,322.0,238.0,300.0,42,False,False,False,806.0,1174.0
3746,2017,1,75,33.0,1.84,74.0,918.0,1373.0,558.0,923.0,50,True,False,False,692.0,1022.0
3747,2017,1,1475,37.0,1.77,67.0,523.0,688.0,142.0,170.0,33,True,False,False,590.0,683.0
3748,2017,1,682,36.0,1.76,64.0,378.0,414.0,272.0,321.0,43,True,False,False,325.0,345.0
3749,2017,1,162,28.0,1.79,65.0,204.0,451.0,30.0,60.0,19,False,False,False,38.0,65.0
3750,2017,1,1401,30.0,1.81,66.0,387.0,454.0,274.0,341.0,44,True,False,False,583.0,684.0
3751,2017,1,611,35.0,1.73,60.0,788.0,1240.0,154.0,233.0,31,True,False,False,423.0,396.0
3752,2017,1,940,35.0,1.84,68.0,357.0,440.0,98.0,109.0,29,False,True,True,335.0,337.3
3753,2017,1,404,36.0,1.69,65.0,229.0,297.0,142.0,232.0,40,True,False,False,167.0,213.0
3754,2017,1,1546,42.0,1.74,57.0,190.0,160.0,156.0,122.0,49,False,False,True,302.0,293.0
3755,2017,1,1331,42.0,1.8,65.0,44.0,39.0,44.0,39.0,46,False,False,False,45.0,3.0
3756,2017,1,194,37.0,1.83,65.0,103.0,140.0,74.0,99.0,34,False,False,False,162.0,203.0
3757,2017,1,72,33.0,1.83,72.0,164.0,119.0,92.0,83.0,51,False,True,False,137.0,115.0
3758,2017,1,883,30.0,1.79,78.0,466.0,647.0,187.0,228.0,28,False,False,False,375.0,563.0
3759,2017,1,1184,39.0,1.99,86.0,40.0,25.0,35.0,25.0,22,False,False,False,230.0,256.0
3760,2017,1,309,39.0,1.81,65.0,76.0,52.0,76.0,52.0,48,False,False,True,239.0,196.0
3761,2017,1,690,30.0,1.76,70.0,186.0,181.0,20.0,15.0,41,False,True,False,98.0,85.0
3762,2017,1,1343,37.0,1.85,78.0,109.0,159.0,53.0,99.0,55,False,False,False,143.0,81.0
3763,2017,1,627,29.0,1.77,71.0,38.0,35.0,20.0,8.0,35,False,False,False,12.0,8.0
3764,2017,1,1526,29.0,1.83,71.0,25.0,5.0,20.0,5.0,39,False,True,False,61.0,96.0
3765,2017,1,1257,35.0,1.9,73.0,102.0,120.0,57.0,90.0,53,True,False,True,94.0,79.0
3766,2017,1,652,29.0,1.71,69.0,4.0,3.0,4.0,3.0,32,False,False,False,492.0,425.0
3767,2017,1,563,33.0,1.79,68.0,57.0,28.0,31.0,23.0,39,False,True,False,204.0,332.0
3768,2017,1,47,26.0,1.93,73.0,6.0,43.0,4.0,32.0,13,False,False,False,16.0,45.0
3769,2017,1,872,29.0,1.76,60.0,139.0,141.0,74.0,41.0,46,False,False,True,30.0,16.0
3770,2017,1,114,28.0,1.87,73.0,35.0,53.0,31.0,53.0,11,False,False,False,0.0,0.0
3771,2017,1,1551,36.0,1.85,70.0,49.0,9.0,39.0,9.0,51,False,False,True,26.0,11.0
3772,2017,1,1294,31.0,1.8,65.0,58.0,55.0,35.0,37.0,55,False,False,True,36.0,21.0
3773,2017,1,178,33.0,1.79,65.0,96.0,53.0,66.0,53.0,40,True,True,False,147.0,78.0
3774,2017,1,1572,31.0,1.77,56.0,75.0,24.0,38.0,8.0,51,False,True,True,35.0,22.0
3775,2017,1,1532,26.0,1.8,61.0,0.0,0.0,0.0,0.0,9,False,False,False,0.0,0.0
3776,2017,2,1154,38.0,1.81,65.0,693.0,910.0,569.0,814.0,43,True,False,False,849.0,1039.0
3777,2017,2,657,39.0,1.86,73.0,545.0,557.0,317.0,296.0,60,False,True,True,587.0,607.0
3778,2017,2,593,,1.74,62.0,170.0,168.0,170.0,143.0,22,False,False,False,355.0,233.75
3779,2017,2,1123,33.0,1.74,60.0,264.0,189.0,174.0,127.0,64,False,True,True,421.0,457.0
3780,2017,2,1584,29.0,1.64,59.0,645.0,732.0,3.0,0.0,6,False,True,False,663.0,1036.75
3781,2017,2,600,31.0,1.74,74.0,581.0,686.0,184.0,274.0,37,True,True,False,548.0,620.0
3782,2017,2,354,33.0,1.83,63.0,1241.0,1624.0,371.0,510.0,25,True,True,False,777.0,913.0
3783,2017,2,1068,39.0,1.81,70.0,122.0,108.0,109.0,100.0,44,False,False,False,102.0,155.0
3784,2017,2,1093,31.0,1.79,71.0,513.0,610.0,162.0,257.0,42,True,False,False,504.0,826.0
3785,2017,2,311,40.0,1.81,70.0,205.0,131.0,74.0,57.0,30,True,False,False,267.0,281.0
3786,2017,2,992,36.0,1.78,65.0,77.0,52.0,77.0,52.0,41,False,False,True,701.0,798.0
3787,2017,2,323,38.0,1.75,64.0,184.0,109.0,174.0,109.0,50,True,False,True,234.0,192.0
3788,2017,2,551,46.0,1.78,63.0,30.0,5.0,30.0,5.0,43,False,False,True,50.0,3.0
3789,2017,2,1357,38.0,1.74,67.0,208.0,247.0,160.0,192.0,48,False,False,False,253.0,280.0
3790,2017,2,679,33.0,1.76,63.0,264.0,276.0,47.0,44.0,50,False,True,False,335.0,451.0
3791,2017,2,1185,36.0,1.89,73.0,168.0,111.0,47.0,20.0,49,True,False,True,287.0,328.0
3792,2017,2,993,32.0,1.77,64.0,20.0,5.0,10.0,5.0,20,False,False,False,287.0,236.0
3793,2017,2,1333,37.0,1.85,78.0,176.0,93.0,116.0,88.0,37,True,False,False,160.0,114.0
3794,2017,2,99,33.0,1.72,60.0,306.0,352.0,62.0,69.0,45,False,True,True,265.0,262.5
3795,2017,2,219,27.0,1.79,69.0,357.0,373.0,256.0,290.0,27,False,False,False,254.0,237.0
3796,2017,2,227,35.0,1.9,78.0,108.0,75.0,83.0,75.0,44,False,True,False,175.0,157.0
3797,2017,2,1462,36.0,1.78,70.0,42.0,24.0,20.0,0.0,37,False,False,False,113.0,121.0
3798,2017,2,1417,28.0,1.8,74.0,215.0,159.0,104.0,73.0,35,False,False,False,17.0,75.0
3799,2017,2,207,32.0,1.76,63.0,68.0,33.0,38.0,25.0,41,False,True,False,176.0,271.0
3800,2017,2,980,26.0,1.73,69.0,129.0,165.0,129.0,148.0,7,False,False,False,7.0,33.0
3801,2017,2,418,32.0,1.85,70.0,59.0,70.0,49.0,65.0,44,False,False,False,38.0,9.0
3802,2017,2,61,32.0,1.92,76.0,165.0,185.0,125.0,180.0,38,False,False,True,133.0,185.0
3803,2017,2,981,31.0,1.72,62.0,112.0,78.0,43.0,28.0,43,True,False,False,75.0,8.0
3804,2017,2,1577,32.0,1.82,67.0,25.0,3.0,15.0,3.0,32,False,False,False,68.0,105.0
3805,2017,2,1062,30.0,1.86,84.0,50.0,36.0,45.0,36.0,36,False,False,False,95.0,117.0
3806,2017,2,1297,32.0,1.79,70.0,42.0,94.0,32.0,92.0,34,False,False,False,0.0,10.0
3807,2017,27,1217,38.0,1.81,65.0,1761.0,2702.0,647.0,915.0,48,False,True,True,1178.0,1621.75
3808,2017,27,1696,40.0,1.75,63.0,647.0,686.0,322.0,281.0,56,False,True,True,786.0,978.5
3809,2017,27,1008,34.0,1.73,60.0,841.0,1359.0,841.0,1359.0,40,True,False,False,1325.0,1945.0
3810,2017,27,1186,33.0,1.76,74.0,1112.0,1541.0,567.0,753.0,44,True,False,False,1184.0,1827.0
3811,2017,27,461,45.0,1.75,64.0,170.0,112.0,94.0,63.0,54,False,True,True,108.0,150.0
3812,2017,27,988,39.0,1.81,74.0,60.0,33.0,8.0,5.0,6,False,False,False,329.0,449.0
3813,2017,27,702,41.0,1.74,65.0,91.0,85.0,59.0,40.0,54,False,False,True,557.0,1003.0
3814,2017,27,932,39.0,1.75,60.0,77.0,75.0,37.0,42.0,38,True,False,False,112.0,88.0
3815,2017,27,1453,38.0,1.77,69.0,139.0,128.0,40.0,55.0,38,True,False,False,320.0,456.0
3816,2017,27,1152,43.0,1.78,70.0,82.0,36.0,26.0,36.0,44,True,False,False,61.0,93.0
3817,2017,27,752,41.0,1.83,68.0,77.0,65.0,77.0,65.0,49,False,False,True,308.0,227.0
3818,2017,27,802,30.0,1.76,72.0,304.0,226.0,204.0,166.0,38,False,False,False,370.0,425.0
3819,2017,27,1034,35.0,1.9,79.0,51.0,55.0,51.0,38.0,27,False,False,False,291.0,333.0
3820,2017,27,1078,39.0,1.7,64.0,192.0,171.0,82.0,70.0,42,True,False,False,251.0,297.0
3821,2017,27,1502,39.0,1.81,63.0,90.0,47.0,60.0,43.0,36,True,True,True,125.0,187.5
3822,2017,27,740,27.0,1.83,77.0,201.0,138.0,87.0,49.0,42,False,True,False,63.0,134.0
3823,2017,27,1269,38.0,1.78,72.0,45.0,4.0,25.0,4.0,57,False,True,True,31.0,13.75
3824,2017,27,1295,36.0,1.73,64.0,55.0,5.0,35.0,5.0,51,False,True,True,117.0,79.0
3825,2017,27,911,32.0,1.75,63.0,195.0,185.0,165.0,185.0,53,True,False,False,148.0,134.0
3826,2017,27,1355,27.0,1.83,67.0,69.0,106.0,54.0,76.0,14,False,False,False,31.0,58.0
3827,2017,27,511,35.0,1.7,69.0,14.0,3.0,14.0,3.0,34,False,False,False,62.0,110.0
3828,2017,27,930,34.0,1.82,70.0,80.0,115.0,75.0,115.0,28,False,False,False,114.0,176.0
3829,2017,27,1643,30.0,1.77,60.0,118.0,57.0,58.0,29.0,50,False,False,True,116.0,100.0
3830,2017,27,45,28.0,1.81,70.0,54.0,38.0,29.0,38.0,40,False,True,False,49.0,93.0
3831,2017,27,302,31.0,1.8,65.0,43.0,3.0,15.0,0.0,38,False,True,False,14.0,20.0
3832,2017,27,764,29.0,1.75,58.0,7.0,25.0,0.0,0.0,10,False,False,False,0.0,0.0
3833,2017,27,758,28.0,1.92,81.0,15.0,5.0,10.0,5.0,34,False,False,False,46.0,211.0
3834,2017,27,892,32.0,1.8,66.0,117.0,127.0,117.0,127.0,41,True,False,False,0.0,0.0
3835,2017,27,644,30.0,1.87,89.0,30.0,23.0,20.0,19.0,30,False,False,False,4.0,0.0
3836,2017,27,281,31.0,,,30.0,85.0,30.0,85.0,12,False,False,False,0.0,0.0
3837,2017,19,381,38.0,1.81,74.0,2525.0,4153.333,1758.0,2869.333,43,True,False,False,2175.0,3711.25
3838,2017,19,1389,45.0,1.75,65.0,88.0,77.0,76.0,61.0,36,False,False,False,531.0,739.4
3839,2017,19,1374,38.0,1.72,62.0,1126.0,1882.0,1084.0,1692.0,29,True,False,False,1185.0,1863.0
3840,2017,19,1674,35.0,1.86,72.0,770.0,728.0,488.0,560.0,54,False,True,True,625.0,704.4
3841,2017,19,485,36.0,1.79,67.0,672.0,850.0,431.0,635.0,44,True,True,False,365.0,338.0
3842,2017,19,1045,33.0,1.82,72.0,874.0,1091.0,709.0,903.0,39,False,True,True,763.0,772.25
3843,2017,19,790,39.0,1.78,70.0,705.0,719.333,69.0,110.333,39,True,True,False,493.0,583.0
3844,2017,19,249,29.0,1.93,83.0,621.0,582.333,242.0,295.333,45,True,False,False,254.0,149.25
3845,2017,19,296,37.0,1.86,72.0,542.0,596.333,356.0,341.333,47,False,False,True,501.0,491.0
3846,2017,19,722,31.0,1.81,64.0,1003.0,1376.0,171.0,313.0,52,False,False,True,134.0,121.0
3847,2017,19,1287,45.0,1.82,73.0,81.0,39.0,41.0,9.0,39,False,False,False,208.0,220.0
3848,2017,19,1568,41.0,1.8,75.0,120.0,52.0,75.0,35.0,46,False,True,True,68.0,35.0
3849,2017,19,581,37.0,1.82,75.0,807.0,1007.0,362.0,356.0,42,False,False,False,434.0,415.0
3850,2017,19,34,44.0,1.85,74.0,122.0,60.0,107.0,55.0,45,False,False,True,290.0,200.25
3851,2017,19,1427,36.0,1.91,75.0,215.0,104.0,84.0,81.0,44,False,True,False,286.0,226.25
3852,2017,19,778,39.0,1.8,70.0,539.0,560.0,356.0,385.0,38,False,False,False,256.0,267.0
3853,2017,19,58,33.0,1.83,75.0,617.0,643.0,390.0,529.0,48,False,False,True,207.0,170.0
3854,2017,19,1283,37.0,1.81,65.0,213.0,28.0,80.0,0.0,42,True,True,False,207.0,175.0
3855,2017,19,1288,41.0,1.8,69.0,98.0,44.0,42.0,8.0,37,True,False,False,145.0,145.0
3856,2017,19,938,37.0,1.98,78.0,123.0,80.333,63.0,57.333,44,True,False,False,208.0,210.0
3857,2017,19,1239,29.0,1.84,70.0,205.0,198.0,52.0,78.0,31,False,True,False,210.0,312.0
3858,2017,19,71,38.0,1.76,65.0,124.0,85.0,35.0,15.0,39,True,False,False,160.0,156.4
3859,2017,19,1086,34.0,1.86,74.0,172.0,111.0,92.0,68.0,48,False,False,True,350.0,273.25
3860,2017,19,715,26.0,1.88,81.0,54.0,125.0,35.0,75.0,29,False,False,False,6.0,14.0
3861,2017,19,1616,28.0,1.92,78.0,14.0,41.0,4.0,35.0,17,False,False,False,72.0,162.25
3862,2017,19,1128,29.0,1.91,76.0,122.0,107.0,43.0,104.0,37,False,False,False,53.0,124.0
3863,2017,19,1170,31.0,1.82,71.0,106.0,86.0,57.0,30.0,36,False,False,False,153.0,221.5
3864,2017,19,1085,29.0,1.79,67.0,62.0,57.0,32.0,40.0,30,False,True,False,102.0,161.666
3865,2017,19,359,29.0,1.85,71.0,61.0,74.0,61.0,74.0,37,False,False,False,95.0,108.25
3866,2017,19,1121,31.0,1.81,60.0,316.0,379.333,125.0,154.0,49,False,False,True,71.0,40.0
3867,2017,19,356,27.0,1.92,74.0,34.0,124.0,14.0,81.0,26,False,False,False,53.0,89.0
3868,2017,28,1030,33.0,1.82,78.0,2218.0,3399.0,1107.0,1705.0,40,True,False,False,3390.0,5239.0
3869,2017,28,1054,34.0,1.73,62.0,1092.0,1297.0,665.0,717.0,34,True,True,False,1005.0,1124.0
3870,2017,28,1621,33.0,1.78,73.0,867.0,885.0,377.0,291.0,51,False,False,True,549.0,649.0
3871,2017,28,1485,29.0,1.8,78.0,166.0,229.0,66.0,90.0,28,False,False,False,200.0,438.0
3872,2017,28,649,32.0,1.81,64.0,481.0,434.0,442.0,434.0,55,False,True,True,234.0,198.0
3873,2017,28,879,30.0,1.8,59.0,584.0,569.0,381.0,470.0,34,True,True,False,336.0,275.0
3874,2017,28,771,40.0,1.89,75.0,163.0,154.0,103.0,132.0,33,True,False,False,98.0,70.0
3875,2017,28,973,38.0,1.84,75.0,191.0,146.0,65.0,48.0,60,False,False,True,157.0,156.0
3876,2017,28,1041,38.0,1.86,77.0,296.0,217.0,57.0,20.0,33,True,False,False,388.0,335.0
3877,2017,28,746,35.0,1.78,62.0,10.0,5.0,0.0,0.0,4,False,False,False,252.0,241.0
3878,2017,28,1317,41.0,1.85,75.0,75.0,68.0,30.0,43.0,27,False,False,False,189.0,285.0
3879,2017,28,1055,31.0,1.74,63.0,407.0,505.0,335.0,500.0,41,True,False,False,285.0,398.5
3880,2017,28,38,29.0,1.8,64.0,234.0,325.0,212.0,309.0,47,False,False,True,100.0,148.0
3881,2017,28,686,34.0,1.82,74.0,237.0,230.0,126.0,145.0,40,False,False,True,64.0,24.0
3882,2017,28,1558,34.0,1.88,80.0,380.0,348.0,195.0,190.0,48,True,False,True,132.0,55.0
3883,2017,28,807,31.0,1.82,70.0,359.0,512.0,270.0,298.0,58,False,False,True,34.0,31.0
3884,2017,28,484,36.0,1.7,63.0,71.0,21.0,61.0,15.0,54,False,True,True,123.0,61.0
3885,2017,28,1197,38.0,1.81,64.0,57.0,57.0,39.0,37.0,54,False,False,True,151.0,220.0
3886,2017,28,1007,40.0,1.88,72.0,53.0,5.0,20.0,5.0,35,False,True,False,66.0,30.0
3887,2017,28,996,35.0,1.79,69.0,81.0,39.0,52.0,26.0,35,False,True,False,93.0,93.0
3888,2017,28,576,33.0,1.82,63.0,228.0,134.0,38.0,39.0,36,True,True,False,59.0,63.0
3889,2017,28,1692,32.0,1.74,69.0,113.0,27.0,28.0,10.0,35,False,True,False,127.0,62.0
3890,2017,28,812,34.0,1.82,79.0,30.0,36.0,0.0,0.0,0,False,False,False,24.0,0.0
3891,2017,28,1600,29.0,1.82,74.0,65.0,83.0,32.0,53.0,34,False,False,False,118.0,168.5
3892,2017,28,8,29.0,1.9,68.0,142.0,145.0,41.0,33.0,42,False,False,False,40.0,49.0
3893,2017,28,1513,34.0,1.73,65.0,119.0,128.0,86.0,110.0,43,True,False,False,84.0,113.0
3894,2017,28,239,30.0,1.85,90.0,44.0,60.0,16.0,20.0,38,False,True,False,89.0,73.0
3895,2017,16,693,36.0,1.73,63.0,1405.0,1930.0,409.0,474.0,32,True,False,False,713.0,1112.0
3896,2017,16,676,37.0,1.75,64.0,617.0,670.0,349.0,390.0,61,False,True,True,357.0,534.0
3897,2017,16,122,35.0,1.9,77.0,547.0,1030.0,156.0,334.0,42,False,False,False,749.0,1323.0
3898,2017,16,154,37.0,1.84,70.0,350.0,276.0,320.0,261.0,50,True,False,True,366.0,257.0
3899,2017,16,742,37.0,1.75,63.0,177.0,114.0,108.0,111.0,40,True,True,False,206.0,221.0
3900,2017,16,890,31.0,1.89,78.0,307.0,509.0,261.0,488.0,36,True,False,False,294.0,382.0
3901,2017,16,655,31.0,1.81,62.0,256.0,208.0,256.0,208.0,52,False,False,True,440.0,505.0
3902,2017,16,885,38.0,1.78,67.0,260.0,412.0,220.0,394.0,37,False,False,False,152.0,143.5
3903,2017,16,2,33.0,1.82,72.0,221.0,121.0,95.0,81.0,37,False,True,False,226.0,263.0
3904,2017,16,462,29.0,1.91,69.0,143.0,80.0,73.0,42.0,47,False,False,True,326.0,367.0
3905,2017,16,605,34.0,1.75,63.0,273.0,301.0,248.0,281.0,24,True,False,False,636.0,870.0
3906,2017,16,1509,30.0,1.8,69.0,353.0,482.0,100.0,124.0,40,True,False,False,542.0,1058.0
3907,2017,16,1531,32.0,1.81,70.0,175.0,153.0,150.0,136.0,33,False,True,False,125.0,135.0
3908,2017,16,1594,34.0,1.69,57.0,368.0,669.0,105.0,81.0,55,False,False,True,306.0,409.0
3909,2017,16,912,33.0,1.97,82.0,48.0,3.0,9.0,0.0,26,True,False,False,269.0,164.25
3910,2017,16,1465,32.0,1.82,66.0,268.0,288.0,63.0,25.0,48,False,True,True,410.0,589.0
3911,2017,16,1332,32.0,1.8,75.0,178.0,181.0,143.0,177.0,32,True,False,False,185.0,228.5
3912,2017,16,502,32.0,1.85,68.0,68.0,20.0,43.0,20.0,46,False,True,True,159.0,128.0
3913,2017,16,1556,33.0,1.7,75.0,289.0,366.0,33.0,106.0,32,False,False,False,226.0,256.5
3914,2017,16,836,31.0,1.78,69.0,15.0,0.0,5.0,0.0,26,False,False,False,308.0,293.0
3915,2017,16,1053,36.0,1.83,72.0,53.0,31.0,47.0,25.0,46,False,False,True,68.0,4.0
3916,2017,16,887,35.0,1.8,61.0,312.0,292.0,73.0,40.0,49,False,False,True,130.0,125.0
3917,2017,16,480,29.0,1.89,77.0,188.0,250.0,70.0,145.0,42,False,False,False,154.0,210.0
3918,2017,16,489,38.0,1.92,81.0,64.0,41.0,27.0,38.0,33,False,True,False,105.0,76.0
3919,2017,16,233,33.0,1.88,85.0,92.0,60.0,72.0,60.0,30,False,True,False,33.0,42.0
3920,2017,16,1492,32.0,1.83,65.0,95.0,61.0,46.0,27.0,49,True,False,False,83.0,74.0
3921,2017,16,1540,31.0,1.7,60.0,80.0,48.0,40.0,48.0,34,False,True,False,200.0,310.0
3922,2017,16,974,27.0,1.75,67.0,74.0,140.0,58.0,115.0,8,False,False,False,40.0,70.0
3923,2017,6,1293,32.0,1.81,76.0,1332.0,1890.0,778.0,1043.0,43,True,False,False,1013.0,1503.8
3924,2017,6,1117,33.0,1.8,63.0,1485.0,2078.0,1076.0,1423.0,46,True,False,True,1064.0,1505.5
3925,2017,6,1367,27.0,1.72,53.0,323.0,485.0,168.0,281.0,34,False,False,False,114.0,254.0
3926,2017,6,1315,27.0,1.79,71.0,23.0,42.0,3.0,4.0,14,False,False,False,21.0,39.0
3927,2017,6,1662,34.0,1.84,74.0,520.0,678.0,513.0,675.0,37,True,False,False,456.0,650.0
3928,2017,6,520,38.0,1.82,73.0,98.0,63.0,73.0,30.0,54,False,False,True,232.0,233.3
3929,2017,6,821,36.0,1.88,73.0,194.0,242.0,88.0,97.0,44,False,True,False,373.0,640.0
3930,2017,6,1232,34.0,1.78,62.0,204.0,261.0,164.0,208.0,49,True,False,True,163.0,137.0
3931,2017,6,1496,34.0,1.78,64.0,271.0,192.0,252.0,172.0,50,False,False,True,636.0,700.5
3932,2017,6,1075,34.0,1.82,70.0,188.0,133.0,113.0,75.0,39,True,False,False,176.0,66.0
3933,2017,6,214,40.0,1.86,70.0,70.0,44.0,50.0,9.0,56,False,False,True,110.0,87.0
3934,2017,6,1194,30.0,1.82,76.0,269.0,347.0,65.0,65.0,40,False,False,False,138.0,177.8
3935,2017,6,1561,41.0,1.85,72.0,55.0,0.0,40.0,0.0,54,False,False,True,55.0,2.0
3936,2017,6,275,40.0,1.86,74.0,37.0,32.0,37.0,32.0,52,False,False,True,180.0,197.0
3937,2017,6,1654,41.0,1.85,80.0,17.0,0.0,17.0,0.0,43,False,False,True,152.0,150.0
3938,2017,6,900,37.0,1.9,74.0,224.0,262.0,179.0,249.0,45,True,False,False,95.0,84.0
3939,2017,6,936,28.0,1.81,75.0,231.0,248.0,147.0,200.0,37,False,True,False,243.0,228.0
3940,2017,6,712,38.0,1.8,70.0,45.0,19.0,40.0,19.0,38,True,False,False,103.0,87.8
3941,2017,6,321,29.0,1.75,69.0,201.0,148.0,79.0,73.0,42,False,True,False,169.0,157.0
3942,2017,6,312,36.0,1.9,80.0,10.0,3.0,5.0,0.0,41,True,False,False,266.0,373.0
3943,2017,6,1382,33.0,1.8,70.0,196.0,221.0,117.0,85.0,44,False,True,False,259.0,265.5
3944,2017,6,1323,32.0,1.94,76.0,127.0,68.0,64.0,55.0,49,False,True,True,134.0,106.0
3945,2017,6,1072,30.0,1.8,70.0,134.0,72.0,59.0,54.0,43,True,False,False,40.0,6.0
3946,2017,6,303,38.0,1.77,68.0,15.0,0.0,15.0,0.0,32,False,False,False,15.0,5.0
3947,2017,6,1583,35.0,1.86,71.0,85.0,103.0,85.0,103.0,30,False,False,False,123.0,65.0
3948,2017,6,1196,29.0,1.9,74.0,31.0,50.0,0.0,5.0,3,False,False,False,0.0,0.0
3949,2017,6,1107,30.0,1.83,77.0,98.0,53.0,37.0,18.0,30,False,True,False,82.0,120.0
3950,2017,6,1202,34.0,1.76,62.0,64.0,3.0,30.0,0.0,38,False,True,False,32.0,2.0
3951,2017,6,313,29.0,1.69,63.0,13.0,24.0,2.0,4.0,16,False,False,False,0.0,0.0
3952,2017,6,749,28.0,1.83,71.0,5.0,3.0,2.0,3.0,37,False,True,False,164.0,186.0
3953,2017,6,1158,30.0,1.8,61.0,62.0,22.0,15.0,6.0,39,False,True,False,5.0,0.0
3954,2017,6,417,28.0,1.77,62.0,21.0,13.0,11.0,5.0,31,False,False,False,32.0,47.0
3955,2017,10,32,41.0,1.84,80.0,1334.0,1734.0,598.0,594.0,52,True,False,True,1115.0,1269.0
3956,2017,10,458,32.0,1.82,71.0,1213.0,1914.0,419.0,727.0,39,True,False,False,676.0,934.0
3957,2017,10,1125,29.0,1.9,72.0,867.0,1071.0,529.0,767.0,39,True,False,False,550.0,894.0
3958,2017,10,1161,35.0,1.81,69.0,968.0,1310.0,418.0,497.0,43,True,False,False,794.0,1181.0
3959,2017,10,1119,40.0,1.81,66.0,201.0,140.0,184.0,136.0,62,False,True,True,297.0,249.0
3960,2017,10,1565,38.0,1.84,78.0,234.0,253.0,182.0,253.0,41,True,False,False,508.0,789.0
3961,2017,10,77,43.0,1.9,76.0,101.0,46.0,56.0,20.0,52,True,False,True,82.0,49.0
3962,2017,10,452,37.0,1.79,73.0,274.0,300.0,77.0,65.0,42,True,True,False,354.0,260.0
3963,2017,10,1407,34.0,1.84,77.0,326.0,438.0,289.0,384.0,48,False,True,False,460.0,642.0
3964,2017,10,1104,38.0,1.84,62.0,262.0,295.0,100.0,89.0,44,False,False,False,256.0,285.0
3965,2017,10,290,29.0,1.79,72.0,620.0,960.0,242.0,407.0,52,False,False,True,38.0,48.0
3966,2017,10,1673,41.0,1.98,80.0,71.0,93.0,54.0,92.0,33,True,False,False,165.0,249.0
3967,2017,10,829,32.0,1.78,67.0,251.0,284.0,95.0,96.0,49,False,False,False,221.0,120.0
3968,2017,10,1344,32.0,1.79,71.0,331.0,503.0,91.0,90.0,60,False,False,True,329.0,172.0
3969,2017,10,1115,34.0,1.85,77.0,88.0,105.0,68.0,105.0,53,False,True,False,197.0,256.0
3970,2017,10,1362,36.0,1.8,76.0,20.0,10.0,20.0,10.0,32,False,False,False,58.0,60.0
3971,2017,10,10,42.0,1.85,72.0,93.0,24.0,40.0,12.0,45,True,True,True,153.0,93.0
3972,2017,10,1268,39.0,1.8,70.0,284.0,292.0,61.0,56.0,52,False,True,True,54.0,30.0
3973,2017,10,1306,37.0,1.9,78.0,110.0,132.0,78.0,93.0,42,False,False,False,90.0,103.0
3974,2017,10,726,36.0,1.79,64.0,266.0,313.0,260.0,297.0,30,False,False,False,161.0,170.0
3975,2017,10,353,32.0,1.73,65.0,70.0,20.0,60.0,11.0,45,False,False,True,324.0,350.0
3976,2017,10,101,37.0,1.9,72.0,428.0,442.0,268.0,290.0,50,False,True,False,194.0,149.0
3977,2017,10,1300,37.0,1.83,67.0,102.0,59.0,32.0,11.0,49,False,True,True,254.0,217.0
3978,2017,10,672,30.0,1.81,68.0,118.0,229.0,100.0,217.0,32,False,False,False,111.0,86.0
3979,2017,10,635,27.0,1.79,63.0,11.0,28.0,11.0,20.0,33,False,False,False,10.0,44.0
3980,2017,10,613,31.0,1.93,84.0,30.0,36.0,30.0,36.0,23,False,False,False,11.0,4.0
3981,2017,10,157,28.0,1.75,70.0,41.0,8.0,19.0,3.0,38,False,True,False,3.0,33.0
3982,2017,10,1450,27.0,1.9,78.0,7.0,46.0,0.0,1.0,22,False,False,False,1.0,3.0
3983,2017,10,1629,27.0,1.83,75.0,17.0,13.0,0.0,3.0,19,False,False,False,28.0,96.0
3984,2017,10,1247,28.0,1.8,70.0,6.0,34.0,1.0,4.0,21,False,False,False,0.0,0.0
3985,2017,10,1099,27.0,1.83,69.0,8.0,14.0,6.0,9.0,25,False,False,False,15.0,40.0
3986,2017,3,1371,43.0,1.77,61.0,1788.0,2648.0,1788.0,2464.0,35,True,False,False,2173.0,2866.0
3987,2017,3,380,33.0,1.67,59.0,1539.0,2197.0,1131.0,1591.0,43,True,False,True,2074.0,3528.25
3988,2017,3,951,43.0,1.83,71.0,219.0,164.0,103.0,128.0,43,True,False,True,484.0,484.0
3989,2017,3,291,42.0,1.73,59.0,269.0,268.0,106.0,144.0,42,False,True,False,571.0,727.25
3990,2017,3,1538,38.0,1.77,70.0,452.0,508.0,211.0,373.0,40,False,True,True,167.0,112.5
3991,2017,3,703,30.0,1.7,62.0,310.0,399.0,255.0,362.0,36,False,True,False,1.0,8.0
3992,2017,3,1198,33.0,1.83,70.0,515.0,784.0,250.0,313.0,43,True,False,False,375.0,380.0
3993,2017,3,344,36.0,1.76,66.0,519.0,669.0,438.0,629.0,51,False,False,True,408.0,381.5
3994,2017,3,374,36.0,1.71,62.0,588.0,662.0,361.0,411.0,42,True,False,False,567.0,662.0
